"Região","Variável","Ano","Valor","Valor corrigido","Variação anual","Índice"
"Bahia","FU19 - Demais Subfunções",2020,2601285.55,3028627.68,22.82,108.11
"Bahia","FU19 - Demais Subfunções",2021,2295550.66,2428350.4,-19.82,86.68
"Bahia","FU19 - Demais Subfunções",2022,2178968.03,2178968.03,-10.27,77.78
"Bahia","FU20 - Demais Subfunções",2018,66205382.21,84033008.39,NA,100
"Bahia","FU20 - Demais Subfunções",2019,81601001.49,99298384.05,18.17,118.17
"Bahia","FU20 - Demais Subfunções",2020,87921975.57,102365896.93,3.09,121.82
"Bahia","FU20 - Demais Subfunções",2021,109543814.29,115881025.72,13.2,137.9
"Bahia","FU20 - Demais Subfunções",2022,123860679.68,123860679.68,6.89,147.4
"Bahia","FU21 - Demais Subfunções",2018,5799019.19,7360565.14,NA,100
"Bahia","FU21 - Demais Subfunções",2019,4293208.03,5224306.22,-29.02,70.98
"Bahia","FU21 - Demais Subfunções",2020,1587574.98,1848383.59,-64.62,25.11
"Bahia","FU21 - Demais Subfunções",2021,1473707.91,1558963.28,-15.66,21.18
"Bahia","FU21 - Demais Subfunções",2022,586016.29,586016.29,-62.41,7.96
"Bahia","FU22 - Demais Subfunções",2018,7528121.64,9555276.14,NA,100
"Bahia","FU22 - Demais Subfunções",2019,8106471.53,9864578.97,3.24,103.24
"Bahia","FU22 - Demais Subfunções",2020,7053172.91,8211876.11,-16.75,85.94
"Bahia","FU22 - Demais Subfunções",2021,6164616.03,6521244.79,-20.59,68.25
"Bahia","FU22 - Demais Subfunções",2022,14446183.14,14446183.14,121.52,151.19
"Bahia","FU23 - Demais Subfunções",2018,91932722.06,116688144.47,NA,100
"Bahia","FU23 - Demais Subfunções",2019,27761337.07,33782133.3,-71.05,28.95
"Bahia","FU23 - Demais Subfunções",2020,87685945.95,102091092.1,202.2,87.49
"Bahia","FU23 - Demais Subfunções",2021,133975162.34,141725749.95,38.82,121.46
"Bahia","FU23 - Demais Subfunções",2022,111577346.69,111577346.69,-21.27,95.62
"Bahia","FU24 - Demais Subfunções",2018,108740814.17,138022279.22,NA,100
"Bahia","FU24 - Demais Subfunções",2019,107024661.55,130235851.9,-5.64,94.36
"Bahia","FU24 - Demais Subfunções",2020,123589237.74,143892617.18,10.49,104.25
"Bahia","FU24 - Demais Subfunções",2021,166576369.06,176212966.77,22.46,127.67
"Bahia","FU24 - Demais Subfunções",2022,141031308.32,141031308.32,-19.97,102.18
"Bahia","FU26 - Demais Subfunções",2018,42543435.4,53999429.42,NA,100
"Bahia","FU26 - Demais Subfunções",2019,36405249.26,44300711.47,-17.96,82.04
"Bahia","FU26 - Demais Subfunções",2020,41079310.55,47827866.04,7.96,88.57
"Bahia","FU26 - Demais Subfunções",2021,35937883.04,38016922.96,-20.51,70.4
"Bahia","FU26 - Demais Subfunções",2022,30295914.86,30295914.86,-20.31,56.1
"Bahia","FU27 - Demais Subfunções",2018,1221877.92,1550902.27,NA,100
"Bahia","FU27 - Demais Subfunções",2019,1289366.42,1569000.38,1.17,101.17
"Bahia","FU27 - Demais Subfunções",2020,1091882.96,1271258.72,-18.98,81.97
"Bahia","FU27 - Demais Subfunções",2021,1327916.32,1404737.51,10.5,90.58
"Bahia","FU27 - Demais Subfunções",2022,1462194.21,1462194.21,4.09,94.28
"Ceará","01 - Legislativa",2018,596640954.62,757302996.68,NA,100
"Ceará","01 - Legislativa",2019,627022575.35,763009367.01,0.75,100.75
"Ceará","01 - Legislativa",2020,639384260.88,744423028.77,-2.44,98.3
"Ceará","01 - Legislativa",2021,716174247.86,757605593.48,1.77,100.04
"Ceará","01 - Legislativa",2022,872725177.94,872725177.94,15.2,115.24
"Ceará","01.031 - Ação Legislativa",2018,76602079.21,97229302.96,NA,100
"Ceará","01.031 - Ação Legislativa",2019,87825445.78,106872767.31,9.92,109.92
"Ceará","01.031 - Ação Legislativa",2020,56988771.66,66350951.38,-37.92,68.24
"Ceará","01.031 - Ação Legislativa",2021,62993880,66638134.48,0.43,68.54
"Ceará","01.031 - Ação Legislativa",2022,55741744.51,55741744.51,-16.35,57.33
"Ceará","01.032 - Controle Externo",2018,138766112.49,176132717.7,NA,100
"Ceará","01.032 - Controle Externo",2019,142494990.98,173398880.91,-1.55,98.45
"Ceará","01.032 - Controle Externo",2020,143484604.68,167056417.45,-3.66,94.85
"Ceará","01.032 - Controle Externo",2021,153316336.28,162185828.78,-2.92,92.08
"Ceará","01.032 - Controle Externo",2022,172990486.81,172990486.81,6.66,98.22
"Ceará","01.122 - Administração Geral",2018,376415907.12,477776277.76,NA,100
"Ceará","01.122 - Administração Geral",2019,387261935.11,471250152.06,-1.37,98.63
"Ceará","01.122 - Administração Geral",2020,431512794.46,502402203.27,6.61,105.15
"Ceará","01.122 - Administração Geral",2021,494060732.41,522642604.8,4.03,109.39
"Ceará","01.122 - Administração Geral",2022,629794789.71,629794789.71,20.5,131.82
"Ceará","02 - Judiciária",2018,1147489810.67,1456483108.56,NA,100
"Ceará","02 - Judiciária",2019,1193142328.96,1451907489.4,-0.31,99.69
"Ceará","02 - Judiciária",2020,1154316963.29,1343949456.6,-7.44,92.27
"Ceará","02 - Judiciária",2021,1179504998.21,1247740458.21,-7.16,85.67
"Ceará","02 - Judiciária",2022,1413748664.9,1413748664.9,13.3,97.07
"Ceará","02.061 - Ação Judiciária",2018,26295275.97,33376004.67,NA,100
"Ceará","02.061 - Ação Judiciária",2019,25964726.48,31595879.15,-5.33,94.67
"Ceará","02.061 - Ação Judiciária",2020,23045444.48,26831376.1,-15.08,80.39
"Ceará","02.061 - Ação Judiciária",2021,37280487.12,39437197.94,46.98,118.16
"Ceará","02.061 - Ação Judiciária",2022,38340070.26,38340070.26,-2.78,114.87
"Ceará","02.122 - Administração Geral",2018,1075331458.08,1364894128.24,NA,100
"Ceará","02.122 - Administração Geral",2019,1116356385.98,1358468439.44,-0.47,99.53
"Ceará","02.122 - Administração Geral",2020,1095386433.73,1275337753.14,-6.12,93.44
"Ceará","02.122 - Administração Geral",2021,1110105757.9,1174326407.37,-7.92,86.04
"Ceará","02.122 - Administração Geral",2022,1310965179.58,1310965179.58,11.64,96.05
"Ceará","03 - Essencial à Justiça",2018,444018970.34,563583331.34,NA,100
"Ceará","03 - Essencial à Justiça",2019,482219008.39,586801233.03,4.12,104.12
"Ceará","03 - Essencial à Justiça",2020,463047086.43,539116984.31,-8.13,95.66
"Ceará","03 - Essencial à Justiça",2021,495495813.07,524160706.21,-2.77,93.01
"Ceará","03 - Essencial à Justiça",2022,593577327.08,593577327.08,13.24,105.32
"Ceará","03.091 - Defesa da Ordem Jurídica",2018,3401521.07,4317474.49,NA,100
"Ceará","03.091 - Defesa da Ordem Jurídica",2019,8891825.05,10820257.63,150.62,250.62
"Ceará","03.091 - Defesa da Ordem Jurídica",2020,7867972.89,9160532.35,-15.34,212.17
"Ceará","03.091 - Defesa da Ordem Jurídica",2021,8734931.48,9240255.38,0.87,214.02
"Ceará","03.091 - Defesa da Ordem Jurídica",2022,8429905.63,8429905.63,-8.77,195.25
"Ceará","03.122 - Administração Geral",2018,432977575.83,549568736.66,NA,100
"Ceará","03.122 - Administração Geral",2019,466545823.94,567728894.94,3.3,103.3
"Ceará","03.122 - Administração Geral",2020,438746719.36,510824525.52,-10.02,92.95
"Ceará","03.122 - Administração Geral",2021,464682094.67,491564385.57,-3.77,89.45
"Ceará","03.122 - Administração Geral",2022,560196552.25,560196552.25,13.96,101.93
"Ceará","04 - Administração",2018,1058538212.05,1343578837.29,NA,100
"Ceará","04 - Administração",2019,969407553.56,1179649781.2,-12.2,87.8
"Ceará","04 - Administração",2020,1056972528.17,1230613167.83,4.32,91.59
"Ceará","04 - Administração",2021,1100156862.05,1163801958.65,-5.43,86.62
"Ceará","04 - Administração",2022,1301501930.98,1301501930.98,11.83,96.87
"Ceará","04.121 - Planejamento e Orçamento",2018,5859937.44,7437887.31,NA,100
"Ceará","04.121 - Planejamento e Orçamento",2019,3287952.93,4001034.38,-46.21,53.79
"Ceará","04.121 - Planejamento e Orçamento",2020,9000,10478.53,-99.74,0.14
"Ceará","04.121 - Planejamento e Orçamento",2022,1065313.14,1065313.14,10066.63,14.32
"Ceará","04.122 - Administração Geral",2018,968717534.14,1229571463.14,NA,100
"Ceará","04.122 - Administração Geral",2019,851543471.36,1036223687.33,-15.72,84.28
"Ceará","04.122 - Administração Geral",2020,917239858.19,1067925057.14,3.06,86.85
"Ceará","04.122 - Administração Geral",2021,955620495.53,1010904029.04,-5.34,82.22
"Ceará","04.122 - Administração Geral",2022,1142559100.57,1142559100.57,13.02,92.92
"Ceará","04.123 - Administração Financeira",2018,1378051.32,1749129.67,NA,100
"Ceará","04.124 - Controle Interno",2018,953586.75,1210366.3,NA,100
"Ceará","04.124 - Controle Interno",2022,320000,320000,-73.56,26.44
"Ceará","04.126 - Tecnologia da Informação",2018,42636352.52,54117367.04,NA,100
"Ceará","04.126 - Tecnologia da Informação",2020,34043281.41,39635950.1,-26.76,73.24
"Ceará","04.126 - Tecnologia da Informação",2021,43152143.75,45648535.36,15.17,84.35
"Ceará","04.128 - Formação de Recursos Humanos",2018,825845,1048226.56,NA,100
"Ceará","04.128 - Formação de Recursos Humanos",2020,257901.34,300269.66,-71.35,28.65
"Ceará","04.128 - Formação de Recursos Humanos",2021,362762.62,383748.77,27.8,36.61
"Ceará","04.128 - Formação de Recursos Humanos",2022,680708.83,680708.83,77.38,64.94
"Ceará","04.131 - Comunicação Social",2018,37976631.83,48202887.96,NA,100
"Ceará","04.131 - Comunicação Social",2019,72142692.99,87788785.73,82.12,182.12
"Ceará","04.131 - Comunicação Social",2020,105422487.23,122741412.4,39.81,254.63
"Ceará","04.131 - Comunicação Social",2021,101021460.15,106865645.48,-12.93,221.7
"Ceará","04.131 - Comunicação Social",2022,78470907.07,78470907.07,-26.57,162.79
"Ceará","06 - Segurança Pública",2018,2533499592.96,3215714273.35,NA,100
"Ceará","06 - Segurança Pública",2019,2698889557.46,3284216699.41,2.13,102.13
"Ceará","06 - Segurança Pública",2020,2972428596.5,3460742520.54,5.37,107.62
"Ceará","06 - Segurança Pública",2021,3186393887.75,3370729734.57,-2.6,104.82
"Ceará","06 - Segurança Pública",2022,4076369554.38,4076369554.38,20.93,126.76
"Ceará","06.122 - Administração Geral",2018,2270813251.84,2882292385.74,NA,100
"Ceará","06.122 - Administração Geral",2019,2369660158.74,2883585007.68,0.04,100.04
"Ceará","06.122 - Administração Geral",2020,2752003684.3,3204105955.03,11.12,111.17
"Ceará","06.122 - Administração Geral",2021,2914694708,3083312504.84,-3.77,106.97
"Ceará","06.122 - Administração Geral",2022,3626015278.37,3626015278.37,17.6,125.8
"Ceará","06.181 - Policiamento",2018,170451819.74,216350676.03,NA,100
"Ceará","06.181 - Policiamento",2019,239103840.84,290959970.86,34.49,134.49
"Ceará","06.181 - Policiamento",2020,134180285.57,156223574.3,-46.31,72.21
"Ceará","06.181 - Policiamento",2021,148922533.5,157537840.42,0.84,72.82
"Ceará","06.181 - Policiamento",2022,276080875.3,276080875.3,75.25,127.61
"Ceará","06.182 - Defesa Civil",2018,26816183.26,34037180.63,NA,100
"Ceará","06.182 - Defesa Civil",2019,2744237.19,3339399.19,-90.19,9.81
"Ceará","06.182 - Defesa Civil",2020,3650086.09,4249726.35,27.26,12.49
"Ceará","06.182 - Defesa Civil",2021,3774735.16,3993107.1,-6.04,11.73
"Ceará","06.182 - Defesa Civil",2022,1819817.75,1819817.75,-54.43,5.35
"Ceará","06.183 - Informação e Inteligência",2019,44984651.27,54740788.67,NA,100
"Ceará","06.183 - Informação e Inteligência",2020,46959706.18,54674299.7,-0.12,99.88
"Ceará","06.183 - Informação e Inteligência",2021,76682265.11,81118405.39,48.37,148.19
"Ceará","06.183 - Informação e Inteligência",2022,106394869.89,106394869.89,31.16,194.36
"Ceará","08 - Assistência Social",2018,275666526.18,349897345.71,NA,100
"Ceará","08 - Assistência Social",2019,297920593.85,362532726.36,3.61,103.61
"Ceará","08 - Assistência Social",2020,307280405.87,357760777.69,-1.32,102.25
"Ceará","08 - Assistência Social",2021,491506103.35,519940188.08,45.33,148.6
"Ceará","08 - Assistência Social",2022,622684794.03,622684794.03,19.76,177.96
"Ceará","08.122 - Administração Geral",2018,98222105.78,124671118.32,NA,100
"Ceará","08.122 - Administração Geral",2019,116894548.58,142246290.68,14.1,114.1
"Ceará","08.122 - Administração Geral",2020,117802563.35,137155301.39,-3.58,110.01
"Ceará","08.122 - Administração Geral",2021,120458402.32,127427032.81,-7.09,102.21
"Ceará","08.122 - Administração Geral",2022,144790860.06,144790860.06,13.63,116.14
"Ceará","08.241 - Assistência ao Idoso",2018,2969602.03,3769249.33,NA,100
"Ceará","08.241 - Assistência ao Idoso",2019,2997119.31,3647125.63,-3.24,96.76
"Ceará","08.241 - Assistência ao Idoso",2020,4302815.83,5009687.27,37.36,132.91
"Ceará","08.241 - Assistência ao Idoso",2021,8651217.45,9151698.42,82.68,242.8
"Ceará","08.241 - Assistência ao Idoso",2022,12040555.38,12040555.38,31.57,319.44
"Ceará","08.242 - Assistência ao Portador de Deficiência",2018,7737592.44,9821152.73,NA,100
"Ceará","08.242 - Assistência ao Portador de Deficiência",2019,8310554.99,10112923.44,2.97,102.97
"Ceará","08.242 - Assistência ao Portador de Deficiência",2020,7939990.96,9244381.63,-8.59,94.13
"Ceará","08.242 - Assistência ao Portador de Deficiência",2021,9049731.03,9573266.38,3.56,97.48
"Ceará","08.242 - Assistência ao Portador de Deficiência",2022,12660121.73,12660121.73,32.24,128.91
"Ceará","08.243 - Assistência à Criança e ao Adolescente",2018,129114308.75,134674166.64,NA,100
"Ceará","08.243 - Assistência à Criança e ao Adolescente",2019,142864446.27,142864446.27,6.08,106.08
"Ceará","08.243 - Assistência à Criança e ao Adolescente",2020,138218299.68,132244223.88,-7.43,98.2
"Ceará","08.243 - Assistência à Criança e ao Adolescente",2021,278503688.43,242107771.91,83.08,179.77
"Ceará","08.243 - Assistência à Criança e ao Adolescente",2022,337775283.67,277575528.44,14.65,206.11
"Ceará","08.244 - Assistência Comunitária",2018,33718088.73,42797614.61,NA,100
"Ceará","08.244 - Assistência Comunitária",2019,22886386.56,27849918.02,-34.93,65.07
"Ceará","08.244 - Assistência Comunitária",2020,36250457.83,42205723.95,51.55,98.62
"Ceará","08.244 - Assistência Comunitária",2021,68367526.21,72322651.12,71.36,168.99
"Ceará","08.244 - Assistência Comunitária",2022,110692247.03,110692247.03,53.05,258.64
"Ceará","09 - Previdência Social",2018,3367865790.11,4274756594.43,NA,100
"Ceará","09 - Previdência Social",2019,3560603915.81,4332817105.46,1.36,101.36
"Ceará","09 - Previdência Social",2020,3720752252.71,4332001631.44,-0.02,101.34
"Ceará","09 - Previdência Social",2021,3817125509.89,4037949767.05,-6.79,94.46
"Ceará","09 - Previdência Social",2022,4474815620.87,4474815620.87,10.82,104.68
"Ceará","09.122 - Administração Geral",2018,477652.75,606273.93,NA,100
"Ceará","09.122 - Administração Geral",2019,4045949.17,4923422.6,712.08,812.08
"Ceará","09.122 - Administração Geral",2020,3495666.56,4069938.61,-17.34,671.3
"Ceará","09.122 - Administração Geral",2021,6941924.22,7343520.99,80.43,1211.25
"Ceará","09.122 - Administração Geral",2022,9213729.69,9213729.69,25.47,1519.73
"Ceará","09.271 - Previdência Básica",2018,4346152.72,5214793.62,NA,100
"Ceará","09.271 - Previdência Básica",2019,10682397.18,12288275.56,135.64,235.64
"Ceará","09.271 - Previdência Básica",2020,10773944.36,11857909.04,-3.5,227.39
"Ceará","09.271 - Previdência Básica",2021,10658411.17,10658411.17,-10.12,204.39
"Ceará","09.271 - Previdência Básica",2022,10378199.6,9810644.69,-7.95,188.13
"Ceará","09.272 - Previdência do Regime Estatutário",2018,3363041984.64,4268633846.21,NA,100
"Ceará","09.272 - Previdência do Regime Estatutário",2019,3545875569.46,4314894519.15,1.08,101.08
"Ceará","09.272 - Previdência do Regime Estatutário",2020,3706478457.79,4315382921.38,0.01,101.1
"Ceará","09.272 - Previdência do Regime Estatutário",2021,3799230138.5,4019019131.8,-6.87,94.15
"Ceará","09.272 - Previdência do Regime Estatutário",2022,4455191696.11,4455191696.11,10.85,104.37
"Ceará","10 - Saúde",2018,3326614102.63,4222396751.7,NA,100
"Ceará","10 - Saúde",2019,3412148819.85,4152165509.72,-1.66,98.34
"Ceará","10 - Saúde",2020,4294538809.9,5000050491.73,20.42,118.42
"Ceará","10 - Saúde",2021,4800746844.73,5078474509.97,1.57,120.27
"Ceará","10 - Saúde",2022,5416268013.25,5416268013.25,6.65,128.27
"Ceará","10.122 - Administração Geral",2018,791782908.66,1004992307.02,NA,100
"Ceará","10.122 - Administração Geral",2019,350784728.22,426861877,-57.53,42.47
"Ceará","10.122 - Administração Geral",2020,247364772.22,288002136.14,-32.53,28.66
"Ceará","10.122 - Administração Geral",2021,268479698.82,284011498.84,-1.39,28.26
"Ceará","10.122 - Administração Geral",2022,342361696.9,342361696.9,20.55,34.07
"Ceará","10.301 - Atenção Básica",2018,102763498.3,130435406.1,NA,100
"Ceará","10.301 - Atenção Básica",2019,300552639.23,365735601.92,180.4,280.4
"Ceará","10.301 - Atenção Básica",2020,235478601.28,274163291.62,-25.04,210.19
"Ceará","10.301 - Atenção Básica",2021,266239767.98,281641985.92,2.73,215.92
"Ceará","10.301 - Atenção Básica",2022,460497029.41,460497029.41,63.5,353.05
"Ceará","10.302 - Assistência Hospitalar e Ambulatorial",2018,2268632972.77,2879525006.36,NA,100
"Ceará","10.302 - Assistência Hospitalar e Ambulatorial",2019,2577176367.94,3136106715.27,8.91,108.91
"Ceará","10.302 - Assistência Hospitalar e Ambulatorial",2020,3356573341.27,3907994997.47,24.61,135.72
"Ceará","10.302 - Assistência Hospitalar e Ambulatorial",2021,4038621930.14,4272259961,9.32,148.37
"Ceará","10.302 - Assistência Hospitalar e Ambulatorial",2022,4396826580.67,4396826580.67,2.92,152.69
"Ceará","10.303 - Suporte Profilático e Terapêutico",2018,75802364.02,96214242.39,NA,100
"Ceará","10.303 - Suporte Profilático e Terapêutico",2019,82118308.56,99927883.14,3.86,103.86
"Ceará","10.303 - Suporte Profilático e Terapêutico",2020,92057912.43,107181290.17,7.26,111.4
"Ceará","10.303 - Suporte Profilático e Terapêutico",2021,74863117.05,79194017.93,-26.11,82.31
"Ceará","10.303 - Suporte Profilático e Terapêutico",2022,62118161.35,62118161.35,-21.56,64.56
"Ceará","10.304 - Vigilância Sanitária",2018,31123806.1,39504749.79,NA,100
"Ceará","10.304 - Vigilância Sanitária",2019,45681547.83,55588826.09,40.71,140.71
"Ceará","10.304 - Vigilância Sanitária",2020,1995868.39,2323751.9,-95.82,5.88
"Ceará","10.304 - Vigilância Sanitária",2021,2804863.03,2967126.96,27.69,7.51
"Ceará","10.304 - Vigilância Sanitária",2022,2963059.14,2963059.14,-0.14,7.5
"Ceará","10.305 - Vigilância Epidemiológica",2018,20080847.55,25488169.91,NA,100
"Ceará","10.305 - Vigilância Epidemiológica",2019,9845580.15,11980860.3,-52.99,47.01
"Ceará","10.305 - Vigilância Epidemiológica",2020,283112796.95,329622886.71,2651.25,1293.24
"Ceará","10.305 - Vigilância Epidemiológica",2021,77033870.23,81490351.19,-75.28,319.72
"Ceará","10.305 - Vigilância Epidemiológica",2022,80026532.63,80026532.63,-1.8,313.98
"Ceará","11 - Trabalho",2018,69635216.95,88386420.78,NA,100
"Ceará","11 - Trabalho",2019,54690349.46,66551429.83,-24.7,75.3
"Ceará","11 - Trabalho",2020,33367598.8,38849265.58,-41.63,43.95
"Ceará","11 - Trabalho",2021,103471073.32,109456971.04,181.75,123.84
"Ceará","11 - Trabalho",2022,113963325.92,113963325.92,4.12,128.94
"Ceará","11.122 - Administração Geral",2020,3376463.91,3230526.28,NA,100
"Ceará","11.122 - Administração Geral",2021,3210548.51,2790981.87,-13.61,86.39
"Ceará","11.122 - Administração Geral",2022,3536167.85,2905936.9,4.12,89.95
"Ceará","11.334 - Fomento ao Trabalho",2018,65987860.22,83756912.6,NA,100
"Ceará","11.334 - Fomento ao Trabalho",2019,50920134.41,61963541.75,-26.02,73.98
"Ceará","11.334 - Fomento ao Trabalho",2020,28843670.28,33582140.98,-45.8,40.09
"Ceará","11.334 - Fomento ao Trabalho",2021,98647455.99,104354302.97,210.74,124.59
"Ceará","11.334 - Fomento ao Trabalho",2022,107253618.91,107253618.91,2.78,128.05
"Ceará","12 - Educação",2018,3196997416.16,4057877195.47,NA,100
"Ceará","12 - Educação",2019,3159163210.86,3844313134.12,-5.26,94.74
"Ceará","12 - Educação",2020,2959682716.95,3445902733.52,-10.36,84.92
"Ceará","12 - Educação",2021,3648338299.49,3859398059.71,12,95.11
"Ceará","12 - Educação",2022,4917784956.49,4917784956.49,27.42,121.19
"Ceará","12.122 - Administração Geral",2018,513239889.3,651443892.97,NA,100
"Ceará","12.122 - Administração Geral",2019,512483598.16,623629517.04,-4.27,95.73
"Ceará","12.122 - Administração Geral",2020,252820863.45,294354560.19,-52.8,45.18
"Ceará","12.122 - Administração Geral",2021,258129571.74,273062607.29,-7.23,41.92
"Ceará","12.122 - Administração Geral",2022,229205173.54,229205173.54,-16.06,35.18
"Ceará","12.361 - Ensino Fundamental",2018,124575701.62,129940120.21,NA,100
"Ceará","12.361 - Ensino Fundamental",2019,86601483.67,86601483.67,-33.35,66.65
"Ceará","12.361 - Ensino Fundamental",2020,63173271.94,60442794.75,-30.21,46.52
"Ceará","12.361 - Ensino Fundamental",2021,77449276.27,67327911.59,11.39,51.81
"Ceará","12.361 - Ensino Fundamental",2022,188069950.94,154551320.18,129.55,118.94
"Ceará","12.362 - Ensino Médio",2018,2171628926.2,2756399943.31,NA,100
"Ceará","12.362 - Ensino Médio",2019,2195631260.58,2671813239.57,-3.07,96.93
"Ceará","12.362 - Ensino Médio",2020,1926416648.79,2242890549.7,-16.05,81.37
"Ceará","12.362 - Ensino Médio",2021,2438622173.41,2579698731.81,15.02,93.59
"Ceará","12.362 - Ensino Médio",2022,3341578012.32,3341578012.32,29.53,121.23
"Ceará","12.363 - Ensino Profissional",2018,130085207.54,165114239.53,NA,100
"Ceará","12.363 - Ensino Profissional",2019,127598368.73,155271523.52,-5.96,94.04
"Ceará","12.363 - Ensino Profissional",2020,144713451.28,168487140.36,8.51,102.04
"Ceará","12.363 - Ensino Profissional",2021,143231918.58,151518018.14,-10.07,91.77
"Ceará","12.363 - Ensino Profissional",2022,70028793.79,70028793.79,-53.78,42.41
"Ceará","12.364 - Ensino Superior",2018,103595405.09,131491326.75,NA,100
"Ceará","12.364 - Ensino Superior",2019,100246488.3,121987648.6,-7.23,92.77
"Ceará","12.364 - Ensino Superior",2020,383137740.62,446080041,265.68,339.25
"Ceará","12.364 - Ensino Superior",2021,493037983.31,521560688.72,16.92,396.65
"Ceará","12.364 - Ensino Superior",2022,636797877.74,636797877.74,22.09,484.29
"Ceará","12.365 - Educação Infantil",2018,22755039.64,28882462.02,NA,100
"Ceará","12.365 - Educação Infantil",2019,21612798.82,26300118.36,-8.94,91.06
"Ceará","12.365 - Educação Infantil",2020,13877369.5,16157159.42,-38.57,55.94
"Ceará","12.365 - Educação Infantil",2021,7992676.88,8455060.66,-47.67,29.27
"Ceará","12.365 - Educação Infantil",2022,33282453.13,33282453.13,293.64,115.23
"Ceará","12.366 - Educação de Jovens e Adultos",2018,112422264.89,142695062.14,NA,100
"Ceará","12.366 - Educação de Jovens e Adultos",2019,78405686.52,95410078.67,-33.14,66.86
"Ceará","12.366 - Educação de Jovens e Adultos",2020,150512071.97,175238365,83.67,122.81
"Ceará","12.366 - Educação de Jovens e Adultos",2021,203929217.66,215726712.37,23.1,151.18
"Ceará","12.366 - Educação de Jovens e Adultos",2022,380708895.25,380708895.25,76.48,266.8
"Ceará","12.367 - Educação Especial",2018,9653769.73,12253313.64,NA,100
"Ceará","12.367 - Educação Especial",2019,10201488.88,12413957.45,1.31,101.31
"Ceará","12.367 - Educação Especial",2020,7204008.94,8387491.66,-32.43,68.45
"Ceará","12.367 - Educação Especial",2021,7078996.42,7488522.94,-10.72,61.11
"Ceará","12.367 - Educação Especial",2022,7727176.36,7727176.36,3.19,63.06
"Ceará","13 - Cultura",2018,99154387.1,125854442.11,NA,100
"Ceará","13 - Cultura",2019,92903831.33,113052538.02,-10.17,89.83
"Ceará","13 - Cultura",2020,115832785.66,134861926.4,19.29,107.16
"Ceará","13 - Cultura",2021,157172019.82,166264567.19,23.29,132.11
"Ceará","13 - Cultura",2022,295317554.36,295317554.36,77.62,234.65
"Ceará","13.122 - Administração Geral",2018,14092530.31,17887333,NA,100
"Ceará","13.122 - Administração Geral",2019,13000704.03,15820258.06,-11.56,88.44
"Ceará","13.122 - Administração Geral",2020,8940638.75,10409416.97,-34.2,58.19
"Ceará","13.122 - Administração Geral",2021,11269409.01,11921354.79,14.52,66.65
"Ceará","13.122 - Administração Geral",2022,17211277.45,17211277.45,44.37,96.22
"Ceará","13.391 - Patrimônio Histórico, Artístico e Arqueológico",2018,15942581.64,20235561.7,NA,100
"Ceará","13.391 - Patrimônio Histórico, Artístico e Arqueológico",2019,9603787.33,11686628.17,-42.25,57.75
"Ceará","13.391 - Patrimônio Histórico, Artístico e Arqueológico",2020,38239269.35,44521259.67,280.96,220.01
"Ceará","13.391 - Patrimônio Histórico, Artístico e Arqueológico",2021,54125850.03,57257080.74,28.61,282.95
"Ceará","13.391 - Patrimônio Histórico, Artístico e Arqueológico",2022,128533505.22,128533505.22,124.48,635.19
"Ceará","13.392 - Difusão Cultural",2018,68267447.23,86650341.32,NA,100
"Ceará","13.392 - Difusão Cultural",2019,69696450.06,84812008.9,-2.12,97.88
"Ceará","13.392 - Difusão Cultural",2020,67998344.08,79169188.78,-6.65,91.37
"Ceará","13.392 - Difusão Cultural",2021,91187841.52,96463142.87,21.84,111.32
"Ceará","13.392 - Difusão Cultural",2022,148890846.75,148890846.75,54.35,171.83
"Ceará","14 - Direitos da Cidadania",2018,676264403.75,858367256.79,NA,100
"Ceará","14 - Direitos da Cidadania",2019,771124545.9,938363744.44,9.32,109.32
"Ceará","14 - Direitos da Cidadania",2020,229819780.94,267574833.89,-71.48,31.17
"Ceará","14 - Direitos da Cidadania",2021,259340662.54,274343760.82,2.53,31.96
"Ceará","14 - Direitos da Cidadania",2022,325421328.42,325421328.42,18.62,37.91
"Ceará","14.122 - Administração Geral",2018,597079508.65,757859643.48,NA,100
"Ceará","14.122 - Administração Geral",2019,684957572.18,833509133.68,9.98,109.98
"Ceará","14.122 - Administração Geral",2020,158492354.06,184529656.83,-77.86,24.35
"Ceará","14.122 - Administração Geral",2021,166519020.24,176152300.27,-4.54,23.24
"Ceará","14.122 - Administração Geral",2022,198064506.45,198064506.45,12.44,26.13
"Ceará","14.421 - Custódia e Reintegração Social",2018,4782490.83,6070308.46,NA,100
"Ceará","14.421 - Custódia e Reintegração Social",2019,11001478.41,13387446.33,120.54,220.54
"Ceará","14.422 - Direitos Individuais, Coletivos e Difusos",2018,62531139.46,79369374.38,NA,100
"Ceará","14.422 - Direitos Individuais, Coletivos e Difusos",2019,71291218.66,86752646.18,9.3,109.3
"Ceará","14.422 - Direitos Individuais, Coletivos e Difusos",2020,70960515.51,82617989.07,-4.77,104.09
"Ceará","14.422 - Direitos Individuais, Coletivos e Difusos",2021,89992077.48,95198202.77,15.23,119.94
"Ceará","14.422 - Direitos Individuais, Coletivos e Difusos",2022,121709536.06,121709536.06,27.85,153.35
"Ceará","15 - Urbanismo",2018,213509436.97,271002744.93,NA,100
"Ceará","15 - Urbanismo",2019,196128658.6,238664458.88,-11.93,88.07
"Ceará","15 - Urbanismo",2020,316137032.52,368072380.96,54.22,135.82
