"Região","Variável","Ano","Valor","Valor corrigido","Variação anual","Índice"
"Piauí","Receitas Brutas Realizadas",2021,18795256408.73,19882579454.25,2.25,119.7
"Piauí","Receitas Brutas Realizadas",2022,19848772367.04,19848772367.04,-0.17,119.5
"Rio Grande do Norte","Deduções - FUNDEB",2018,1646425427.47,2089770908.92,NA,100
"Rio Grande do Norte","Deduções - FUNDEB",2019,1691899074.27,2058833114.56,-1.48,98.52
"Rio Grande do Norte","Deduções - FUNDEB",2020,1671360424.75,1945933401.36,-5.48,93.12
"Rio Grande do Norte","Deduções - FUNDEB",2021,2071664883.45,2191512621.7,12.62,104.87
"Rio Grande do Norte","Deduções - FUNDEB",2022,2370930680.12,2370930680.12,8.19,113.45
"Rio Grande do Norte","Deduções - Transferências Constitucionais",2018,1564423684.22,1985687933.36,NA,100
"Rio Grande do Norte","Deduções - Transferências Constitucionais",2019,1614597363.29,1964766438.36,-1.05,98.95
"Rio Grande do Norte","Deduções - Transferências Constitucionais",2020,1643653982.69,1913675313.73,-2.6,96.37
"Rio Grande do Norte","Deduções - Transferências Constitucionais",2021,1914810270.89,2025583824.07,5.85,102.01
"Rio Grande do Norte","Deduções - Transferências Constitucionais",2022,2076462857.55,2076462857.55,2.51,104.57
"Rio Grande do Norte","Outras Deduções da Receita",2019,25817.86,31417.16,NA,100
"Rio Grande do Norte","Outras Deduções da Receita",2020,1361645.79,1585338.5,4946.09,5046.09
"Rio Grande do Norte","Outras Deduções da Receita",2021,4865420.34,5146889.43,224.66,16382.41
"Rio Grande do Norte","Outras Deduções da Receita",2022,6116024.14,6116024.14,18.83,19467.14
"Rio Grande do Norte","Receitas Brutas Realizadas",2018,14776431191.58,18755393063.4,NA,100
"Rio Grande do Norte","Receitas Brutas Realizadas",2019,15773004928.49,19193807335.65,2.34,102.34
"Rio Grande do Norte","Receitas Brutas Realizadas",2020,16947506247.67,19731661698.31,2.8,105.21
"Rio Grande do Norte","Receitas Brutas Realizadas",2021,19387057983.81,20508617300.28,3.94,109.35
"Rio Grande do Norte","Receitas Brutas Realizadas",2022,22225560728.2,22225560728.2,8.37,118.5
"Rio Grande do Sul","Deduções - FUNDEB",2018,6103470921.78,7746998900.13,NA,100
"Rio Grande do Sul","Deduções - FUNDEB",2019,6275053677.07,7635968659.4,-1.43,98.57
"Rio Grande do Sul","Deduções - FUNDEB",2020,6363936493.89,7409411162.44,-2.97,95.64
"Rio Grande do Sul","Deduções - FUNDEB",2021,8356866789.16,8840319297.1,19.31,114.11
"Rio Grande do Sul","Deduções - FUNDEB",2022,7951111885.51,7951111885.51,-10.06,102.63
"Rio Grande do Sul","Deduções - Transferências Constitucionais",2020,10740295844.82,12504723766,NA,100
"Rio Grande do Sul","Deduções - Transferências Constitucionais",2021,13851507018.17,14652829568.31,17.18,117.18
"Rio Grande do Sul","Deduções - Transferências Constitucionais",2022,13168881997.51,13168881997.51,-10.13,105.31
"Rio Grande do Sul","Outras Deduções da Receita",2018,80848741.49,102619496.25,NA,100
"Rio Grande do Sul","Outras Deduções da Receita",2019,35618157.29,43342917.33,-57.76,42.24
"Rio Grande do Sul","Outras Deduções da Receita",2020,323371356.97,376495168.4,768.64,366.88
"Rio Grande do Sul","Outras Deduções da Receita",2021,340588283.09,360291631.7,-4.3,351.09
"Rio Grande do Sul","Outras Deduções da Receita",2022,384433204.32,384433204.32,6.7,374.62
"Rio Grande do Sul","Receitas Brutas Realizadas",2018,72801684321.89,92405546876.06,NA,100
"Rio Grande do Sul","Receitas Brutas Realizadas",2019,76739827442.41,93382933028.83,1.06,101.06
"Rio Grande do Sul","Receitas Brutas Realizadas",2020,81388191462.52,94758735397.79,1.47,102.55
"Rio Grande do Sul","Receitas Brutas Realizadas",2021,96065236200.97,101622699367.38,7.24,109.97
"Rio Grande do Sul","Receitas Brutas Realizadas",2022,94657422810.13,94657422810.13,-6.85,102.44
"Rio de Janeiro","Deduções - FUNDEB",2018,6606215253.12,8385121016.52,NA,100
"Rio de Janeiro","Deduções - FUNDEB",2019,6530900481.38,7947302757.86,-5.22,94.78
"Rio de Janeiro","Deduções - FUNDEB",2020,6785722028.24,7900488100.33,-0.59,94.22
"Rio de Janeiro","Deduções - FUNDEB",2021,9572198015.2,10125958563.71,28.17,120.76
"Rio de Janeiro","Deduções - FUNDEB",2022,9315274838.27,9315274838.27,-8.01,111.09
"Rio de Janeiro","Deduções - Transferências Constitucionais",2018,11771110880.93,14940807323.66,NA,100
"Rio de Janeiro","Deduções - Transferências Constitucionais",2019,11694657523.76,14230960072.93,-4.75,95.25
"Rio de Janeiro","Deduções - Transferências Constitucionais",2020,12131190175.41,14124115786.76,-0.75,94.53
"Rio de Janeiro","Deduções - Transferências Constitucionais",2021,15001219483.97,15869053968.43,12.35,106.21
"Rio de Janeiro","Deduções - Transferências Constitucionais",2022,15244963301.14,15244963301.14,-3.93,102.04
"Rio de Janeiro","Outras Deduções da Receita",2018,85495305.26,108517275.55,NA,100
"Rio de Janeiro","Outras Deduções da Receita",2019,11947913210.6,14539141100.06,13298,13398
"Rio de Janeiro","Outras Deduções da Receita",2020,10941214986.73,12738650131.27,-12.38,11738.82
"Rio de Janeiro","Outras Deduções da Receita",2021,8468193732.62,8958086607.67,-29.68,8254.99
"Rio de Janeiro","Outras Deduções da Receita",2022,1785978541.02,1785978541.02,-80.06,1645.8
"Rio de Janeiro","Receitas Brutas Realizadas",2018,87815166476.42,111461823415.89,NA,100
"Rio de Janeiro","Receitas Brutas Realizadas",2019,99812606570.33,121459667886.08,8.97,108.97
"Rio de Janeiro","Receitas Brutas Realizadas",2020,97007846566.71,112944405068.36,-7.01,101.33
"Rio de Janeiro","Receitas Brutas Realizadas",2021,124465082121.19,131665502759.78,16.58,118.13
"Rio de Janeiro","Receitas Brutas Realizadas",2022,127059399417.34,127059399417.34,-3.5,113.99
"Rondônia","Deduções - FUNDEB",2018,1097447725.62,1392965811.14,NA,100
"Rondônia","Deduções - FUNDEB",2019,1224694430.19,1490302516.53,6.99,106.99
"Rondônia","Deduções - FUNDEB",2020,1243317268.85,1447570832.79,-2.87,103.92
"Rondônia","Deduções - FUNDEB",2021,1632758229.12,1727214809.64,19.32,124
"Rondônia","Deduções - FUNDEB",2022,1837579819.59,1837579819.59,6.39,131.92
"Rondônia","Deduções - Transferências Constitucionais",2018,1063925419.3,1350416698.75,NA,100
"Rondônia","Deduções - Transferências Constitucionais",2019,1182341622.59,1438764357.95,6.54,106.54
"Rondônia","Deduções - Transferências Constitucionais",2020,1263460280.64,1471022961.28,2.24,108.93
"Rondônia","Deduções - Transferências Constitucionais",2021,1642278416.52,1737285748.72,18.1,128.65
"Rondônia","Deduções - Transferências Constitucionais",2022,1761752645.89,1761752645.89,1.41,130.46
"Rondônia","Outras Deduções da Receita",2018,654254019.42,830429969.08,NA,100
"Rondônia","Outras Deduções da Receita",2019,539478104.59,656478511.75,-20.95,79.05
"Rondônia","Outras Deduções da Receita",2020,591341635.11,688487906.22,4.88,82.91
"Rondônia","Outras Deduções da Receita",2021,755063071.87,798744172.09,16.01,96.18
"Rondônia","Outras Deduções da Receita",2022,659425081.53,659425081.53,-17.44,79.41
"Rondônia","Receitas Brutas Realizadas",2018,10561027068.5,13404875051,NA,100
"Rondônia","Receitas Brutas Realizadas",2019,11443806646.95,13925705403.87,3.89,103.89
"Rondônia","Receitas Brutas Realizadas",2020,12680013094.44,14763099954.25,6.01,110.13
"Rondônia","Receitas Brutas Realizadas",2021,14906582048.2,15768941669.08,6.81,117.64
"Rondônia","Receitas Brutas Realizadas",2022,17445086594.76,17445086594.76,10.63,130.14
"Roraima","Deduções - FUNDEB",2018,831890015.7,1055899359.44,NA,100
"Roraima","Deduções - FUNDEB",2019,485965433.72,591360171.95,-43.99,56.01
"Roraima","Deduções - FUNDEB",2020,654628841.83,762172006.68,28.88,72.18
"Roraima","Deduções - FUNDEB",2021,914846585.16,967771310.08,26.98,91.65
"Roraima","Deduções - FUNDEB",2022,1142824830.67,1142824830.67,18.09,108.23
"Roraima","Deduções - Transferências Constitucionais",2020,274145890.32,319182886.54,NA,100
"Roraima","Deduções - Transferências Constitucionais",2021,434608245.7,459750736.5,44.04,144.04
"Roraima","Deduções - Transferências Constitucionais",2022,450774254.23,450774254.23,-1.95,141.23
"Roraima","Outras Deduções da Receita",2021,260670.02,275750.02,NA,100
"Roraima","Outras Deduções da Receita",2022,3588788.78,3588788.78,1201.46,1301.46
"Roraima","Receitas Brutas Realizadas",2018,4586581482.78,5821645119.28,NA,100
"Roraima","Receitas Brutas Realizadas",2019,5612439183.72,6829648305.05,17.31,117.31
"Roraima","Receitas Brutas Realizadas",2020,5833770178.3,6792148526.26,-0.55,116.67
"Roraima","Receitas Brutas Realizadas",2021,7210689099.55,7627834163.26,12.3,131.03
"Roraima","Receitas Brutas Realizadas",2022,8669291431.11,8669291431.11,13.65,148.91
"Santa Catarina","Deduções - FUNDEB",2018,3739832235.93,4746885270.65,NA,100
"Santa Catarina","Deduções - FUNDEB",2019,4134902282.37,5031667594.05,6,106
"Santa Catarina","Deduções - FUNDEB",2020,4187216462.75,4875097108.28,-3.11,102.7
"Santa Catarina","Deduções - FUNDEB",2021,5124919803.21,5421401175.28,11.21,114.21
"Santa Catarina","Deduções - FUNDEB",2022,6152443799.52,6152443799.52,13.48,129.61
"Santa Catarina","Deduções - Transferências Constitucionais",2018,6398229915.66,8121129887.34,NA,100
"Santa Catarina","Deduções - Transferências Constitucionais",2019,7078977725.39,8614245364.82,6.07,106.07
"Santa Catarina","Deduções - Transferências Constitucionais",2020,7148634993.19,8323020816.69,-3.38,102.49
"Santa Catarina","Deduções - Transferências Constitucionais",2021,8520092426.69,9012987689.41,8.29,110.98
"Santa Catarina","Deduções - Transferências Constitucionais",2022,10322053073.91,10322053073.91,14.52,127.1
"Santa Catarina","Outras Deduções da Receita",2018,42234374.32,53607145.11,NA,100
"Santa Catarina","Outras Deduções da Receita",2019,20718698.66,25212108.42,-52.97,47.03
"Santa Catarina","Outras Deduções da Receita",2020,57520857.32,66970448.67,165.63,124.93
"Santa Catarina","Outras Deduções da Receita",2021,33710441.06,35660621.39,-46.75,66.52
"Santa Catarina","Outras Deduções da Receita",2022,38372188.3,38372188.3,7.6,71.58
"Santa Catarina","Receitas Brutas Realizadas",2018,35936458206.62,45613341288.77,NA,100
"Santa Catarina","Receitas Brutas Realizadas",2019,39433666293.35,47985922581.29,5.2,105.2
"Santa Catarina","Receitas Brutas Realizadas",2020,41345906025.36,48138258123.64,0.32,105.54
"Santa Catarina","Receitas Brutas Realizadas",2021,47838170625.1,50605653241.2,5.13,110.94
"Santa Catarina","Receitas Brutas Realizadas",2022,58960692597.32,58960692597.32,16.51,129.26
"Sergipe","Deduções - FUNDEB",2018,1271661323.37,1614091227.72,NA,100
"Sergipe","Deduções - FUNDEB",2019,1353105343.86,1646562807.32,2.01,102.01
"Sergipe","Deduções - FUNDEB",2020,1309892226.87,1525082800.04,-7.38,94.49
"Sergipe","Deduções - FUNDEB",2021,1675578693.12,1772512477.26,16.22,109.81
"Sergipe","Deduções - FUNDEB",2022,1996294325.19,1996294325.19,12.63,123.68
"Sergipe","Deduções - Transferências Constitucionais",2018,1030650746.09,1308181901.53,NA,100
"Sergipe","Deduções - Transferências Constitucionais",2019,993909627.51,1209465792.09,-7.55,92.45
"Sergipe","Deduções - Transferências Constitucionais",2020,991642813.52,1154551013.94,-4.54,88.26
"Sergipe","Deduções - Transferências Constitucionais",2021,1187540286.24,1256240595.12,8.81,96.03
"Sergipe","Deduções - Transferências Constitucionais",2022,1315071501.75,1315071501.75,4.68,100.53
"Sergipe","Outras Deduções da Receita",2018,63021938.91,79992335.13,NA,100
"Sergipe","Outras Deduções da Receita",2019,4454873.51,5421033.23,-93.22,6.78
"Sergipe","Outras Deduções da Receita",2020,5680666.94,6613893.32,22,8.27
"Sergipe","Outras Deduções da Receita",2021,3169393.65,3352746.02,-49.31,4.19
"Sergipe","Outras Deduções da Receita",2022,2937523.89,2937523.89,-12.38,3.67
"Sergipe","Receitas Brutas Realizadas",2018,11032690210.48,14003546510.08,NA,100
"Sergipe","Receitas Brutas Realizadas",2019,11811941527.07,14373680282.13,2.64,102.64
"Sergipe","Receitas Brutas Realizadas",2020,12723431718.64,14813651439.03,3.06,105.78
"Sergipe","Receitas Brutas Realizadas",2021,14532671459.88,15373400005.83,3.78,109.78
"Sergipe","Receitas Brutas Realizadas",2022,16518282236.45,16518282236.45,7.45,117.96
"São Paulo","Receitas Brutas Realizadas",2018,242941822167.73,308360612059.71,NA,100
"São Paulo","Receitas Brutas Realizadas",2019,257443703586.69,313277328500.27,1.59,101.59
"São Paulo","Receitas Brutas Realizadas",2020,266182354908.88,309911092544.5,-1.07,100.5
"São Paulo","Receitas Brutas Realizadas",2021,305164395104.99,322818438883.61,4.16,104.69
"São Paulo","Receitas Brutas Realizadas",2022,356633215710.19,356633215710.19,10.47,115.65
"Tocantins","Deduções - FUNDEB",2018,1226763890.05,1557103921.48,NA,100
"Tocantins","Deduções - FUNDEB",2019,1316694833.04,1602255693.18,2.9,102.9
"Tocantins","Deduções - FUNDEB",2020,1326020309.91,1543860422.76,-3.64,99.15
"Tocantins","Deduções - FUNDEB",2021,1727058178.54,1826970098.74,18.34,117.33
"Tocantins","Deduções - FUNDEB",2022,2003845201.75,2003845201.75,9.68,128.69
"Tocantins","Deduções - Transferências Constitucionais",2018,830144949.14,1053684385.55,NA,100
"Tocantins","Deduções - Transferências Constitucionais",2019,873870393.54,1063392806,0.92,100.92
"Tocantins","Deduções - Transferências Constitucionais",2020,961627750.13,1119605042.06,5.29,106.26
"Tocantins","Deduções - Transferências Constitucionais",2021,1207394653.47,1277243555.94,14.08,121.22
"Tocantins","Deduções - Transferências Constitucionais",2022,1325267360.95,1325267360.95,3.76,125.77
"Tocantins","Outras Deduções da Receita",2018,1176491529.61,1493294340.66,NA,100
"Tocantins","Outras Deduções da Receita",2019,843613806.31,1026574260.1,-31.25,68.75
"Tocantins","Outras Deduções da Receita",2020,1073914505.69,1250338392.53,21.8,83.73
"Tocantins","Outras Deduções da Receita",2021,2021546753.87,2138495111.76,71.03,143.21
"Tocantins","Outras Deduções da Receita",2022,2414557756.05,2414557756.05,12.91,161.69
"Tocantins","Receitas Brutas Realizadas",2018,11297506951.47,14339672466.52,NA,100
"Tocantins","Receitas Brutas Realizadas",2019,12130987902.51,14761920486.77,2.94,102.94
"Tocantins","Receitas Brutas Realizadas",2020,14122021360.67,16442002965.67,11.38,114.66
"Tocantins","Receitas Brutas Realizadas",2021,17164434273.44,18157412743.27,10.43,126.62
"Tocantins","Receitas Brutas Realizadas",2022,20761546546.64,20761546546.64,14.34,144.78
