"Região","Variável","Ano","Valor","Valor corrigido","Variação anual","Índice"
"Pernambuco","Deduções - FUNDEB",2020,3985253769.15,4639955755.47,-5.61,98.99
"Pernambuco","Deduções - FUNDEB",2021,5066778568.66,5359896416.29,15.52,114.35
"Pernambuco","Deduções - FUNDEB",2022,5689108196.8,5689108196.8,6.14,121.37
"Pernambuco","Outras Deduções da Receita",2018,15058664.89,19113625.97,NA,100
"Pernambuco","Outras Deduções da Receita",2019,19774970.08,24063706.79,25.9,125.9
"Pernambuco","Outras Deduções da Receita",2020,30585613.11,35610252.15,47.98,186.31
"Pernambuco","Outras Deduções da Receita",2021,128864657.01,136319597.14,282.81,713.21
"Pernambuco","Outras Deduções da Receita",2022,55446050.98,55446050.98,-59.33,290.09
"Pernambuco","Receitas Brutas Realizadas",2018,38501010548.53,48868470120.66,NA,100
"Pernambuco","Receitas Brutas Realizadas",2019,41588098038.09,50607601076.53,3.56,103.56
"Pernambuco","Receitas Brutas Realizadas",2020,43616023905.1,50781313530.36,0.34,103.91
"Pernambuco","Receitas Brutas Realizadas",2021,49444217307.59,52304611216.41,3,107.03
"Pernambuco","Receitas Brutas Realizadas",2022,57146887229.82,57146887229.82,9.26,116.94
"Piauí","Deduções - FUNDEB",2018,1439672897.78,1827344555.02,NA,100
"Piauí","Deduções - FUNDEB",2019,1528852265.08,1860425198.22,1.81,101.81
"Piauí","Deduções - FUNDEB",2020,1522041571.49,1772084278.39,-4.75,96.98
"Piauí","Deduções - FUNDEB",2021,2005035891.75,2121029080.92,19.69,116.07
"Piauí","Deduções - FUNDEB",2022,2297374674.85,2297374674.85,8.31,125.72
"Piauí","Deduções - Transferências Constitucionais",2018,1199525723.25,1522531126.6,NA,100
"Piauí","Deduções - Transferências Constitucionais",2019,1236161133.24,1504256084.04,-1.2,98.8
"Piauí","Deduções - Transferências Constitucionais",2020,1305823659.32,1520345843.62,1.07,99.86
"Piauí","Deduções - Transferências Constitucionais",2021,1543746995.92,1633054193.9,7.41,107.26
"Piauí","Deduções - Transferências Constitucionais",2022,1622514348.94,1622514348.94,-0.65,106.57
"Piauí","Outras Deduções da Receita",2018,5041174.08,6398649.32,NA,100
"Piauí","Outras Deduções da Receita",2019,6266945.4,7626101.88,19.18,119.18
"Piauí","Outras Deduções da Receita",2020,4478331.59,5214036.96,-31.63,81.49
"Piauí","Outras Deduções da Receita",2021,6641692.01,7025920.06,34.75,109.8
"Piauí","Outras Deduções da Receita",2022,10910660.16,10910660.16,55.29,170.52
"Piauí","Receitas Brutas Realizadas",2018,13085934877.22,16609683965.11,NA,100
"Piauí","Receitas Brutas Realizadas",2019,14142089054.12,17209183276.05,3.61,103.61
"Piauí","Receitas Brutas Realizadas",2020,16700707802.12,19444318925.62,12.99,117.07
