"Região";"Variável";"Ano";"Valor";"Valor corrigido";"Variação mensal";"Índice"
"Amazonas";"Valor Adicionado";"2017";78497,4670017318;88781,81;0,449967760041936;101,274587361239
"Amazonas";"Valor Adicionado";"2018";84361,5437131155;91969,38;3,59034130977958;104,910690707579
"Amazonas";"Valor Adicionado";"2019";90725,2477162664;94823,72;3,10357642945944;108,166674176362
"Amazonas";"Valor Adicionado";"2020";95960,7166136818;95960,72;1,19906706887265;109,463665145906
"Amazonas";"Remuneração";"2010";22227,1429086085;38673,43;NA;100
"Amazonas";"Remuneração";"2011";26069,501759494;42589,1;10,1249617631537;110,124961763154
"Amazonas";"Remuneração";"2012";28219,8965459094;43558,92;2,27715542239681;112,632678301356
"Amazonas";"Remuneração";"2013";32149,9612399829;46855,7;7,56855312298836;121,157342392438
"Amazonas";"Remuneração";"2014";35031,3294884381;47980,68;2,40094588278481;124,066264616301
"Amazonas";"Remuneração";"2015";35772,4959695566;44270,79;-7,73204964998412;114,473399437288
"Amazonas";"Remuneração";"2016";35920,2959154738;41823,82;-5,52727882199527;108,146135473373
"Amazonas";"Remuneração";"2017";36710,6815054539;41520,33;-0,725639121438448;107,361384806054
"Amazonas";"Remuneração";"2018";38690,131106712;42179,26;1,58700569094705;109,065216092806
"Amazonas";"Remuneração";"2019";41747,3113667228;43633,23;3,44712069391451;112,824825726604
"Amazonas";"Remuneração";"2020";42660,7274746272;42660,73;-2,22880588945626;110,31017936604
"Amazonas";"Salários";"2010";17534,7596977801;30509,06;NA;100
"Amazonas";"Salários";"2011";20527,6037483337;33535,44;9,91961076480232;109,919610764802
"Amazonas";"Salários";"2012";22320,1827208848;34452,4;2,73430138384945;112,925144203066
"Amazonas";"Salários";"2013";25399,2970111722;37017,21;7,44450314056495;121,331860109751
"Amazonas";"Salários";"2014";27871,6338802257;38174,4;3,12608648787955;125,124798994135
"Amazonas";"Salários";"2015";28581,5726713845;35371,55;-7,34222410830294;115,937855836922
"Amazonas";"Salários";"2016";28694,8037753139;33410,82;-5,54324025947408;109,511141936199
"Amazonas";"Salários";"2017";29005,663709608;32805,84;-1,81073077523989;107,528189986843
"Amazonas";"Salários";"2018";30514,8226983115;33266,69;1,40478036837346;109,038724890246
"Amazonas";"Salários";"2019";32874,7053853896;34359,81;3,28592955896723;112,621660582135
"Amazonas";"Salários";"2020";33831,9686544331;33831,97;-1,53621338418343;110,891551558783
"Amazonas";"Contribuição social";"2010";4692,3832108284;8164,37;NA;100
"Amazonas";"Contribuição social";"2011";5541,89801116034;9053,66;10,8923284956463;110,892328495646
"Amazonas";"Contribuição social";"2012";5899,71382502463;9106,52;0,583852276316987;111,539775879829
"Amazonas";"Contribuição social";"2013";6750,66422881066;9838,49;8,03786737414511;120,505195134468
"Amazonas";"Contribuição social";"2014";7159,69560821241;9806,28;-0,327387637737087;120,110676022767
"Amazonas";"Contribuição social";"2015";7190,92329817213;8899,24;-9,24958292033269;109,000939447869
"Amazonas";"Contribuição social";"2016";7225,49214015994;8413,01;-5,46372499224652;103,045427877472
"Amazonas";"Contribuição social";"2017";7705,01779584584;8714,49;3,58349746404676;106,738058172278
"Amazonas";"Contribuição social";"2018";8175,30840840047;8912,57;2,27299589534213;109,164209853302
"Amazonas";"Contribuição social";"2019";8872,60598133326;9273,42;4,04877605449383;113,584024241919
"Amazonas";"Contribuição social";"2020";8828,75882019408;8828,76;-4,79499472686452;108,137676268959
"Amazonas";"Impostos sobre a produção";"2010";11260,2923334215;19592;NA;100
"Amazonas";"Impostos sobre a produção";"2011";12328,378709053;20140,57;2,7999693752552;102,799969375255
"Amazonas";"Impostos sobre a produção";"2012";13413,0431789545;20703,75;2,79624658090609;105,674510004083
"Amazonas";"Impostos sobre a produção";"2013";15090,7554757273;21993,43;6,22920968423595;112,257196815027
"Amazonas";"Impostos sobre a produção";"2014";15704,4320622936;21509,59;-2,19992970628047;109,787617394855
"Amazonas";"Impostos sobre a produção";"2015";14789,0953399263;18302,47;-14,9101865725939;93,4180788076766
"Amazonas";"Impostos sobre a produção";"2016";14042,6765146305;16350,6;-10,6645168657564;83,4554920375663
"Amazonas";"Impostos sobre a produção";"2017";15885,9877012645;17967,29;9,88764938289726;91,7072784810126
"Amazonas";"Impostos sobre a produção";"2018";17139,6625530255;18685,34;3,99642906637561;95,3722948142098
"Amazonas";"Impostos sobre a produção";"2019";19068,3343184265;19929,74;6,65976642651405;101,723866884443
"Amazonas";"Impostos sobre a produção";"2020";21601,9858157351;21601,99;8,39072662262528;110,259238464679
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2010";10492,9092857864;18256,81;NA;100
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2011";11626,2898354435;18993,58;4,03559000723566;104,035590007236
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2012";12670,3929609781;19557,43;2,96863466497626;107,124026596103
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2013";14239,2368383468;20752,42;6,1101586455889;113,669474568668
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2014";14770,7789875922;20230,81;-2,51348999297429;110,812403700318
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2015";13873,3981384747;17169,23;-15,1332546744298;94,0428804374915
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2016";13131,2928714225;15289,43;-10,9486564045097;83,7464485854867
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2017";14742,7239185364;16674,24;9,05730298644227;91,3316181742594
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2018";15747,691354616;17167,84;2,96025486019151;94,0352668401544
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2019";17455,8432841178;18244,4;6,27079469519753;99,9320253647817
"Amazonas";"Impostos sobre produto, líquidos de subsídios";"2020";20058,422772899;20058,42;9,94288658437656;109,868153308272
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2010";767,383047635058;1335,18;NA;100
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2011";702,088873609486;1146,99;-14,0947288006112;85,9052711993888
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2012";742,650217976405;1146,32;-0,0584137612359314;85,8550906993813
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2013";851,518637380524;1241,01;8,26034615116198;92,9470183795443
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2014";933,653074701389;1278,78;3,04348877124279;95,7758504471307
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2015";915,69720145155;1133,23;-11,3819421636247;84,8746985425186
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2016";911,383643208037;1061,17;-6,35881506843271;79,4776734223101
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2017";1143,26378272812;1293,05;21,8513527521509;96,8446202010216
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2018";1391,97119840949;1517,5;17,3581841382777;113,655087703531
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2019";1612,49103430867;1685,33;11,0596375617792;126,224928474063
"Amazonas";"Outros impostos sobre a produção líquidos de subsídios";"2020";1543,56304283605;1543,56;-8,41200239715664;115,606884465016
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2010";27389,6874385043;47655,84;NA;100
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2011";32336,5207541223;52827,38;10,8518494270587;110,851849427059
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2012";30609,7609525865;47247,81;-10,5618904439327;99,1437985354995
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2013";35810,5162415191;52190,63;10,461479590271;109,51570678431
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2014";35932,882219354;49215,5;-5,70050601037005;103,272757336771
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2015";36006,5929247808;44560,5;-9,45840233259847;93,5048044478914
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2016";39076,8095605812;45499,11;2,10637223550005;95,4743636876404
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2017";40643,5217135498;45968,43;1,03149270392322;96,4591747831955
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2018";44279,441407994;48272,62;5,0125488297077;101,294238019936
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2019";47365,4453152349;49505,16;2,55329004309275;103,880573713526
"Amazonas";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2020";51756,4260962186;51756,43;4,54754615478468;108,604590749004
"Amazonas";"PIB - Ótica da Renda";"2010";60877,1226805343;105921,27;NA;100
"Amazonas";"PIB - Ótica da Renda";"2011";70734,4012226693;115557,05;9,09711524418089;109,097115244181
"Amazonas";"PIB - Ótica da Renda";"2012";72242,7006774505;111510,48;-3,50179413545085;105,276758860614
"Amazonas";"PIB - Ótica da Renda";"2013";83051,2329572293;121039,75;8,54562728095154;114,273318286308
"Amazonas";"PIB - Ótica da Renda";"2014";86668,6437700858;118705,77;-1,9282756284609;112,06981373996
"Amazonas";"PIB - Ótica da Renda";"2015";86568,1842342636;107133,76;-9,74848147651122;101,144708706759
"Amazonas";"PIB - Ótica da Renda";"2016";89039,7819906856;103673,54;-3,22981289931391;97,8779238579749
"Amazonas";"PIB - Ótica da Renda";"2017";93240,1909202682;105456,05;1,71934902579771;99,560786988298
"Amazonas";"PIB - Ótica da Renda";"2018";100109,235067731;109137,22;3,49071485230104;103,036170166766
"Amazonas";"PIB - Ótica da Renda";"2019";108181,091000384;113068,13;3,60180514035451;106,747332240257
"Amazonas";"PIB - Ótica da Renda";"2020";116019,139386581;116019,14;2,60993968857537;109,533373230891
"Amazonas";"PIB - Ótica Produção";"2010";60877,1226805342;105921,27;NA;100
"Amazonas";"PIB - Ótica Produção";"2011";70734,4012226693;115557,05;9,09711524418089;109,097115244181
"Amazonas";"PIB - Ótica Produção";"2012";72242,7006774504;111510,48;-3,50179413545085;105,276758860614
"Amazonas";"PIB - Ótica Produção";"2013";83051,2329572291;121039,75;8,54562728095154;114,273318286308
"Amazonas";"PIB - Ótica Produção";"2014";86668,6437700858;118705,77;-1,9282756284609;112,06981373996
"Amazonas";"PIB - Ótica Produção";"2015";86568,1842342635;107133,76;-9,74848147651122;101,144708706759
"Amazonas";"PIB - Ótica Produção";"2016";89039,7819906856;103673,54;-3,22981289931391;97,8779238579749
"Amazonas";"PIB - Ótica Produção";"2017";93240,1909202683;105456,05;1,71934902579771;99,560786988298
"Amazonas";"PIB - Ótica Produção";"2018";100109,235067731;109137,22;3,49071485230104;103,036170166766
"Amazonas";"PIB - Ótica Produção";"2019";108181,091000384;113068,13;3,60180514035451;106,747332240257
"Amazonas";"PIB - Ótica Produção";"2020";116019,139386581;116019,14;2,60993968857537;109,533373230891
"Roraima";"Valor Adicionado";"2010";6067,32716761491;10556,66;NA;100
"Roraima";"Valor Adicionado";"2011";6722,04471243417;10981,64;4,02570509990849;104,025705099908
"Roraima";"Valor Adicionado";"2012";7065,82710233617;10906,48;-0,684415078257894;103,313737488941
"Roraima";"Valor Adicionado";"2013";8339,32791126934;12153,83;11,436778869076;115,129501186928
"Roraima";"Valor Adicionado";"2014";8993,0273091215;12317,31;1,34509039537332;116,678097049635
"Roraima";"Valor Adicionado";"2015";9441,33859137068;11684,27;-5,13943385365797;110,681503430062
"Roraima";"Valor Adicionado";"2016";10177,5036041124;11850,18;1,41994322281151;112,253117936923
"Roraima";"Valor Adicionado";"2017";11182,8309069313;12647,95;6,73213402665613;119,810148285537
"Roraima";"Valor Adicionado";"2018";12267,0892085581;13373,35;5,73531679046801;126,681639836842
"Roraima";"Valor Adicionado";"2019";12996,568708831;13583,68;1,5727547697473;128,67403136977
"Roraima";"Valor Adicionado";"2020";14524,2391603771;14524,24;6,9241913826003;137,58366756152
"Roraima";"Remuneração";"2010";3807,64840524182;6625;NA;100
"Roraima";"Remuneração";"2011";4300,99946852769;7026,44;6,05947169811321;106,059471698113
"Roraima";"Remuneração";"2012";4488,20582591625;6927,79;-1,40398267116776;104,57041509434
"Roraima";"Remuneração";"2013";5221,80169550678;7610,31;9,85191525724654;114,872603773585
"Roraima";"Remuneração";"2014";5403,07456588493;7400,32;-2,75928313038497;111,702943396226
"Roraima";"Remuneração";"2015";6048,76929830205;7485,75;1,15440953904697;112,992452830189
"Roraima";"Remuneração";"2016";6680,50375346393;7778,45;3,91009584877935;117,410566037736
"Roraima";"Remuneração";"2017";7302,21210950391;8258,91;6,17680900436461;124,66279245283
"Roraima";"Remuneração";"2018";7510,44288227036;8187,74;-0,861735991795531;123,588528301887
"Roraima";"Remuneração";"2019";8082,74760700354;8447,88;3,17718930987061;127,515169811321
"Roraima";"Remuneração";"2020";8385,85483998855;8385,85;-0,734267058717675;126,578867924528
"Roraima";"Salários";"2010";3002,9181970756;5224,83;NA;100
"Roraima";"Salários";"2011";3387,32201947802;5533,78;5,91311104858914;105,913111048589
"Roraima";"Salários";"2012";3552,28078743385;5483,14;-0,915106852820302;104,943892911348
"Roraima";"Salários";"2013";4126,54093811869;6014,06;9,68277300962588;115,105371849419
"Roraima";"Salários";"2014";4250,59025031983;5821,82;-3,19650951270857;111,426017688614
"Roraima";"Salários";"2015";4776,07914929821;5910,71;1,52684212153589;113,127317061034
"Roraima";"Salários";"2016";5287,60145279211;6156,62;4,16041389274724;117,833881676533
"Roraima";"Salários";"2017";5724,73373595956;6474,76;5,16744577381745;123,922883615352
"Roraima";"Salários";"2018";5880,22420691307;6410,51;-0,992314773057223;122,693178534038
"Roraima";"Salários";"2019";6293,69150516836;6578,01;2,61289663380917;125,899024465868
"Roraima";"Salários";"2020";6558,70509839272;6558,71;-0,293401803889026;125,529634457006
"Roraima";"Contribuição social";"2010";804,730208166227;1400,17;NA;100
"Roraima";"Contribuição social";"2011";913,677449049673;1492,65;6,60491226065407;106,604912260654
"Roraima";"Contribuição social";"2012";935,925038482396;1444,65;-3,21575721033062;103,176757108065
"Roraima";"Contribuição social";"2013";1095,26075738808;1596,24;10,4931990447513;114,003299599334
"Roraima";"Contribuição social";"2014";1152,4843155651;1578,5;-1,11136169999498;112,736310590857
"Roraima";"Contribuição social";"2015";1272,69014900384;1575,04;-0,219195438707631;112,489197740274
"Roraima";"Contribuição social";"2016";1392,90230067182;1621,83;2,97071820398211;115,830934815058
"Roraima";"Contribuição social";"2017";1577,47837354435;1784,15;10,008447247862;127,423812822729
"Roraima";"Contribuição social";"2018";1630,21867535729;1777,23;-0,387859765154275;126,929587121564
"Roraima";"Contribuição social";"2019";1789,05610183518;1869,88;5,21316880763887;133,54664076505
"Roraima";"Contribuição social";"2020";1827,14974159583;1827,15;-2,28517338010995;130,494868480256
"Roraima";"Impostos sobre a produção";"2010";604,474252883493;1051,74;NA;100
"Roraima";"Impostos sobre a produção";"2011";609,316371291499;995,43;-5,35398482514691;94,6460151748531
"Roraima";"Impostos sobre a produção";"2012";670,9566669486;1035,66;4,04146951568669;98,471105025957
"Roraima";"Impostos sobre a produção";"2013";690,711230416746;1006,65;-2,80111233416374;95,7128187574876
"Roraima";"Impostos sobre a produção";"2014";780,740559449041;1069,34;6,22758654944617;101,673417384525
"Roraima";"Impostos sobre a produção";"2015";825,599508400146;1021,73;-4,45227897581685;97,146633198319
"Roraima";"Impostos sobre a produção";"2016";862,185952824399;1003,89;-1,74605815626437;95,4503964858235
"Roraima";"Impostos sobre a produção";"2017";959,613530608815;1085,34;8,11343872336609;103,194705915911
"Roraima";"Impostos sobre a produção";"2018";1161,39091292406;1266,13;16,6574529640481;120,384315515241
"Roraima";"Impostos sobre a produção";"2019";1361,56899215661;1423,08;12,3960414807326;135,307205202807
"Roraima";"Impostos sobre a produção";"2020";1582,95408847062;1582,95;11,2340838181971;150,50773004735
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2010";571,823309029889;994,93;NA;100
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2011";581,674554444355;950,27;-4,48875800307559;95,5112419969244
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2012";645,640012733462;996,58;4,87335178422976;100,165840812922
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2013";671,39736654104;978,5;-1,81420457966245;98,3486275416361
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2014";751,094999347712;1028,74;5,13438937148698;103,398229021137
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2015";801,5665441399;991,99;-3,57233120127535;99,704501824249
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2016";835,73360815469;973,09;-1,90526114174537;97,8048706944207
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2017";921,87823960702;1042,66;7,14939008724784;104,797322424693
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2018";1102,89851483961;1202,36;15,3165940958702;120,848702923824
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2019";1295,65842352401;1354,19;12,6276655910044;136,109073000111
"Roraima";"Impostos sobre produto, líquidos de subsídios";"2020";1500,03653542246;1500,04;10,7702759583219;150,768395766536
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2010";32,6509438536042;56,81;NA;100
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2011";27,6418168471442;45,16;-20,5069530012322;79,4930469987678
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2012";25,3166542151384;39,08;-13,4632418069088;68,7907058616441
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2013";19,3138638757055;28,15;-27,9682702149437;49,5511353634923
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2014";29,6455601013296;40,6;44,2273534635879;71,466291145925
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2015";24,0329642602457;29,74;-26,7487684729064;52,3499383911283
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2016";26,4523446697089;30,8;3,56422326832551;54,215807076219
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2017";37,735291001795;42,68;38,5714285714286;75,1276183770463
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2018";58,4923980844481;63,77;49,4142455482662;112,251364196444
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2019";65,9105686326013;68,89;8,02885369295907;121,263861996127
"Roraima";"Outros impostos sobre a produção líquidos de subsídios";"2020";82,9175530481579;82,92;20,365800551604;145,960218271431
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2010";2227,02781851948;3874,85;NA;100
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2011";2393,40342705934;3910,04;0,908164187000793;100,908164187001
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2012";2552,30462220478;3939,62;0,756513999856767;101,671548576074
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2013";3098,21235188685;4515,37;14,6143536686279;116,530188265352
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2014";3560,30718313524;4876,38;7,99513661117472;125,846936010426
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2015";3368,53632880838;4168,78;-14,5107641324097;107,585583958089
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2016";3470,54750597873;4040,93;-3,06684449647139;104,286101397473
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2017";3842,88350642561;4346,36;7,55840858416255;112,168471037589
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2018";4698,15392820329;5121,84;17,8420563413983;132,1816328374
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2019";4847,9105331949;5066,91;-1,07246614497916;130,764029575338
"Roraima";"Excedente Operacional Bruto (EOB) e Rendimento Misto (RM)";"2020";6055,4667673404;6055,47;19,5101156326045;156,27624295134
"Roraima";"PIB - Ótica da Renda";"2010";6639,1504766448;11551,58;NA;100
"Roraima";"PIB - Ótica da Renda";"2011";7303,71926687852;11931,91;3,29245003713778;103,292450037138
"Roraima";"PIB - Ótica da Renda";"2012";7711,46711506963;11903,06;-0,241788615569516;103,042700652205
"Roraima";"PIB - Ótica da Renda";"2013";9010,72527781038;13132,33;10,327344397155;113,684275224688
"Roraima";"PIB - Ótica da Renda";"2014";9744,12230846922;13346,04;1,62735782606742;115,534325174565
"Roraima";"PIB - Ótica da Renda";"2015";10242,9051355106;12676,26;-5,018567305358;109,736157304888
"Roraima";"PIB - Ótica da Renda";"2016";11013,2372122671;12823,27;1,15972692260966;111,00879706499
"Roraima";"PIB - Ótica da Renda";"2017";12104,7091465383;13690,61;6,76379737773594;118,517207169928
"Roraima";"PIB - Ótica da Renda";"2018";13369,9877233977;14575,71;6,4650150723744;126,179362476821
"Roraima";"PIB - Ótica da Renda";"2019";14292,227132355;14937,87;2,48468170675735;129,314518013986
"Roraima";"PIB - Ótica da Renda";"2020";16024,2756957996;16024,28;7,27285750913618;138,719378647769
"Roraima";"PIB - Ótica Produção";"2010";6639,1504766448;11551,58;NA;100
"Roraima";"PIB - Ótica Produção";"2011";7303,71926687853;11931,91;3,29245003713778;103,292450037138
"Roraima";"PIB - Ótica Produção";"2012";7711,46711506963;11903,06;-0,241788615569516;103,042700652205
"Roraima";"PIB - Ótica Produção";"2013";9010,72527781038;13132,33;10,327344397155;113,684275224688
"Roraima";"PIB - Ótica Produção";"2014";9744,12230846921;13346,04;1,62735782606742;115,534325174565
"Roraima";"PIB - Ótica Produção";"2015";10242,9051355106;12676,26;-5,018567305358;109,736157304888
"Roraima";"PIB - Ótica Produção";"2016";11013,2372122671;12823,27;1,15972692260966;111,00879706499
"Roraima";"PIB - Ótica Produção";"2017";12104,7091465383;13690,61;6,76379737773594;118,517207169928
"Roraima";"PIB - Ótica Produção";"2018";13369,9877233977;14575,71;6,4650150723744;126,179362476821
"Roraima";"PIB - Ótica Produção";"2019";14292,227132355;14937,87;2,48468170675735;129,314518013986
"Roraima";"PIB - Ótica Produção";"2020";16024,2756957996;16024,28;7,27285750913618;138,719378647769
"Pará";"Valor Adicionado";"2010";75521,3621297566;131401,06;NA;100
"Pará";"Valor Adicionado";"2011";90541,3038650971;147915,1;12,5676611741184;112,567661174118
"Pará";"Valor Adicionado";"2012";97352,055451244;150268,11;1,59078417281264;114,358369711782
"Pará";"Valor Adicionado";"2013";110396,668927083;160893,28;7,07080830390427;122,444430813572
"Pará";"Valor Adicionado";"2014";113001,639132691;154772,77;-3,80408056818782;117,786546014165
"Pará";"Valor Adicionado";"2015";118312,498868674;146419,41;-5,39717677728452;111,429397905923
"Pará";"Valor Adicionado";"2016";124828,329288844;145343,96;-0,7344996131319;110,610949409388
"Pará";"Valor Adicionado";"2017";141649,038087488;160207,19;10,2262453837091;121,922296517243
"Pará";"Valor Adicionado";"2018";146889,115113316;160135,78;-0,0445735300644179;121,867951445749
"Pará";"Valor Adicionado";"2019";161909,193805619;169223,37;5,67492786434112;128,783869780046
"Pará";"Valor Adicionado";"2020";197913,639457637;197913,64;16,9540826423679;150,617993492594
"Pará";"Remuneração";"2010";30882,0860819072;53732,33;NA;100
"Pará";"Remuneração";"2011";36488,9665495597;59611,13;10,9408990825449;110,940899082545
"Pará";"Remuneração";"2012";41839,5341534486;64581,56;8,33809055456589;120,191251710097
"Pará";"Remuneração";"2013";47385,3846416107;69059,96;6,93448718178999;128,525898653567
"Pará";"Remuneração";"2014";51933,6781961268;71131;2,99890124465754;132,380263427996
"Pará";"Remuneração";"2015";56164,833228512;69507,63;-2,28222575248485;129,359046964835
"Pará";"Remuneração";"2016";57547,7944603783;67005,82;-3,59933146907756;124,702986079331
"Pará";"Remuneração";"2017";60031,6731403292;67896,72;1,32958599715665;126,361019520278
"Pará";"Remuneração";"2018";63636,0673512009;69374,86;2,17704183648342;129,111951780241
"Pará";"Remuneração";"2019";65672,1494250782;68638,86;-1,06090304182236;127,742199156448
"Pará";"Remuneração";"2020";69640,0935002262;69640,09;1,45869264145704;129,605565215579
"Pará";"Salários";"2010";24780,0212616531;43115,23;NA;100
"Pará";"Salários";"2011";29171,0907633534;47656,09;10,5319164480857;110,531916448086
"Pará";"Salários";"2012";33593,891237252;51853,97;8,80869580362134;120,268336733911
"Pará";"Salários";"2013";37907,9822946938;55247,5;6,54439766135553;128,139174950476
"Pará";"Salários";"2014";41562,0133706053;56925,44;3,03713290194128;132,030931993173
"Pará";"Salários";"2015";44966,4363903867;55648,89;-2,24249474400199;129,070145282769
"Pará";"Salários";"2016";46120,1089369758;53699,98;-3,50215431071491;124,549909625902
"Pará";"Salários";"2017";47799,9185400838;54062,42;0,674935074463701;125,390540651181
"Pará";"Salários";"2018";50671,1056803238;55240,7;2,17948068177487;128,123403261446
"Pará";"Salários";"2019";51937,701575812;54283,96;-1,73194764005524;125,904373002301
"Pará";"Salários";"2020";55348,3131204305;55348,31;1,96070809867224;128,37299024034
"Pará";"Contribuição social";"2010";6102,06482025404;10617,1;NA;100
"Pará";"Contribuição social";"2011";7317,87578620634;11955,03;12,6016520518786;112,601652051879
"Pará";"Contribuição social";"2012";8245,64291619661;12727,59;6,46221715880262;119,87821533187
"Pará";"Contribuição social";"2013";9477,40234691689;13812,47;8,5238446555868;130,096448182649
"Pará";"Contribuição social";"2014";10371,6648255216;14205,56;2,84590663364337;133,798871631613
"Pará";"Contribuição social";"2015";11198,3968381253;13858,74;-2,44143842270209;130,532254570457
"Pará";"Contribuição social";"2016";11427,6855234025;13305,83;-3,98961233127976;125,324523645817
"Pará";"Contribuição social";"2017";12231,7546002454;13834,3;3,9717176606044;130,302059884526
"Pará";"Contribuição social";"2018";12964,9616708771;14134,16;2,16751118596532;133,126371608066
"Pará";"Contribuição social";"2019";13734,4478492662;14354,9;1,56174827510089;135,20547042036
"Pará";"Contribuição social";"2020";14291,7803797957;14291,78;-0,439710482135014;134,610957794501
"Pará";"Impostos sobre a produção";"2010";7862,78426322754;13680,61;NA;100
"Pará";"Impostos sobre a produção";"2011";8820,91834871654;14410,52;5,33536150800293;105,335361508003
"Pará";"Impostos sobre a produção";"2012";10406,584564985;16063,12;11,4680108698368;117,415232215523
"Pará";"Impostos sobre a produção";"2013";11531,8695749789;16806,67;4,62892638540955;122,850296880037
"Pará";"Impostos sobre a produção";"2014";12404,3335651686;16989,6;1,08843691224971;124,187444858087
"Pará";"Impostos sobre a produção";"2015";13357,4926741741;16530,77;-2,70065216367659;120,833573941513
"Pará";"Impostos sobre a produção";"2016";14080,9356951987;16395,15;-0,820409454611004;119,842243876552
"Pará";"Impostos sobre a produção";"2017";14636,5660756457;16554,18;0,969981976377143;121,004692042241
"Pará";"Impostos sobre a produção";"2018";15846,195859836;17275,23;4,35569747338738;126,275290356205
"Pará";"Impostos sobre a produção";"2019";18109,5233782479;18927,61;9,56502460459283;138,353552948297
"Pará";"Impostos sobre a produção";"2020";19771,8444176894;19771,84;4,46030956893131;144,524549709406
"Pará";"Impostos sobre produto, líquidos de subsídios";"2010";7163,15566601979;12463,31;NA;100
"Pará";"Impostos sobre produto, líquidos de subsídios";"2011";8169,43200151853;13346,2;7,08391270055868;107,083912700559
"Pará";"Impostos sobre produto, líquidos de subsídios";"2012";9728,82547022019;15016,96;12,5186195321515;120,489340311683
"Pará";"Impostos sobre produto, líquidos de subsídios";"2013";10828,1776717097;15781,1;5,08851325434709;126,620456363518
"Pará";"Impostos sobre produto, líquidos de subsídios";"2014";11583,3058915036;15865,08;0,532155553161684;127,294274153495
"Pará";"Impostos sobre produto, líquidos de subsídios";"2015";12587,0062467692;15577,24;-1,81429907696652;124,984775312497
